institute,country,us_state,type
"Service de mÃ©decine interne, hÃ´pital Fleyriat, centre hospitalier de Bourg-en-Bresse, 900, route de Paris, 01012 Viriat cedex, France",France,NA,Medical Center
"Digital Medical Hub SAS, HÃ´tel Dieu, Assistance publique-HÃ´pitaux de Paris, Paris, France. Electronic address: joris.galland@dmh-aphp.fr.",France,NA,NA
"Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, USA",United States,Virginia,University
"Computer Science, University of North Carolina Wilmington, Wilmington, North Carolina, USA",United States,North Carolina,University
"Computer Systems Technology, North Carolina A&T State University, Greensboro, North Carolina, USA",United States,North Carolina,University
"Department of Surgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul,",South Korea,NA,Medical Center
Overlook Medical Center,United States,New Jersey,Medical Center
Vanderbilt University Medical Center,United States,Tennessee,Medical Center
"4Department of Neurosurgery, Duke University, Durham, North Carolina.",United States,North Carolina,Medical Center
"Department of Rheumatology, University Hospital Lausanne (CHUV), University of Lausanne, Lausanne, Switzerland",Switzerland,NA,Medical Center
"Department of Pediatric Radiology, Le Bonheur Childrenâ€™s Hospital, The University of Tennessee Health Science Center, 38103, Memphis, TN, USA",United States,Tennessee,Medical Center
"Cardiology, Nassau University Medical Center, East Meadow, USA",United States,New York,Medical Center
"Karsh Division of Gastroenterology and Hepatology, Cedars-Sinai Medical Center, 8700 Beverly Blvd, 90048, Los Angeles, CA, USA",United States,California,Medical Center
"Division of Upper GI and General Surgery, Department of Surgery, Health Care Consultation Center, Keck School of Medicine of USC, 1510 San Pablo St. #514, 90033, Los Angeles, CA, USA",United States,California,Medical Center
"Bristol Medical School, University of Bristol, 5 Tyndall Ave, BS8 1UD, Bristol, UK",United Kingdom,NA,Medical Center
"Department of Surgery, Cedars-Sinai Medical Center, 8700 Beverly Blvd, 90048, Los Angeles, CA, USA",United States,California,Medical Center
"Center for Headache and Facial Pain, Department of Neurology, Icahn School of Medicine at Mount Sinai, New York, New York, USA",United States,New York,Medical Center
"Headache Editorial Team, American Headache Society, Mount Royal, New Jersey, USA",United States,New Jersey,Industry
"Department of Neurology, UCSF Child & Adolescent Headache Program, San Francisco, California, USA",United States,California,Medical Center
"Promotion of Emerging and Evaluative Research Society, London, United Kingdom",United Kingdom,NA,NA
"Section of Hematology/Oncology, Department of Medicine, University of Chicago, Chicago, IL, USA",United States,Illinois,Medical Center
"Division of Pulmonary and Critical Care, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA",United States,Illinois,Medical Center
"Department of Pathology, University of California San Diego, La Jolla, California, USA",United States,California,Medical Center
"Department of English, College of Arts, University of Bisha, Bisha, Saudi Arabia",Saudi Arabia,NA,University
"Drexel University College of Medicine, Philadelphia, PA.",United States,Pennsylvania,Medical Center
"Northeast Ohio Medical University College of Medicine, Rootstown, OH.",United States,Ohio,Medical Center
"Division of Plastic Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.",United States,Massachusetts,Medical Center
"Division of Plastic and Reconstructive Surgery, Rush University Medical Center, Chicago, IL.",United States,Illinois,Medical Center
"Stanley Ho Centre for Emerging Infectious Diseases, The Chinese University of Hong Kong, Hong Kong Special Administrative Region , China.",China,NA,University
"Department of Social Science, Hang Seng University of Hong Kong, Hong Kong Special Administrative Region, China.",China,NA,University
"University College London, London, UK",United Kingdom,NA,University
"Department of Pathophysiology and Transplantation, UniversitÃ  degli Studi di Milano, Milan, Italy",Italy,NA,University
"George Mason University,Department of Computer Science,Fairfax,USA",United States,Virginia,University
"University of Luxembourg, Luxembourg",Luxembourg,NA,University
East Carolina University,United States,North Carolina,University
"Guangzhou Laboratory, Guangzhou, China",China,NA,NA
"MindRank AI Ltd., Hangzhou, China",China,NA,NA
"Institute of Information Management (IWI-HSG), University of St. Gallen, St. Gallen, Switzerland",Switzerland,NA,University
"School of Computing, University of Eastern Finland, Joensuu, Finland",Finland,NA,University
"Department of Biochemistry and Molecular Biology, Faculty of Sciences, University of Granada, Granada, Spain",Spain,NA,University
"Instituto de InvestigaciÃ³n Biosanitaria ibs.GRANADA, Granada, Spain",Spain,NA,NA
"Division of Obstetrics and Gynecology, Department of Clinical Science, Intervention and Technology (CLINTEC), Karolinska Institutet and Karolinska University Hospital, Stockholm, Sweden. Electronic address: signealtmae@ugr.es.",Sweden,NA,Medical Center
"Department of Medical Imaging, University of Toronto, Toronto, Canada.",Canada,NA,Medical Center
"Department of Computer Science and Technology, Bodoland University, BTC, Assam, 783370, India",India,NA,University
"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, NV, USA",United States,Nevada,University
"The First Clinical Medical School, Southern Medical University, 1023 Shatai South Road, 510515, Guangzhou, Guangdong, China",China,NA,Medical Center
"Department of Urology, Renji Hospital, Shanghai Jiao Tong University School of Medicine, 200127, Shanghai, China",China,NA,Medical Center
"Zagreb University of Applied Sciences, Zagreb, Croatia",Croatia,NA,University
"Department of Orthopaedic Surgery, Xiangyang Central Hospital, Affiliated Hospital of Hubei University of Arts and Science, Xiangyang.",China,NA,Medical Center
"Department of Orthopaedic Surgery, Beijing Jishuitan Hospital, Fourth Clinical College of Peking University, Beijing, People's Republic of China.",China,NA,Medical Center
"School of Sport Medicine and Rehabilitation, Beijing Sport University, Beijing, China",China,NA,Medical Center
"Duke Human Vaccine Institute, Duke University Medical Center, Durham, NC, USA",United States,North Carolina,Medical Center
"University of Wisconsinâ€“Oshkosh , College of Business, Department of Accounting, Oshkosh, WI, USA",United States,Wisconsin,University
"Methodist University , Reeves School of Business, Department of Accounting, Fayetteville, NC, USA",United States,North Carolina,University
"University of Delaware , Lerner College of Business and Economics, Department of Accounting and MIS, Newark, DE, USA",United States,Delaware,University
"The University of Texas at Austin , McCombs School of Business, Department of Accounting, Austin, TX, USA",United States,Texas,University
"University of Technology Sydney , UTS Business School, Sydney, NSW, Australia",Australia,NA,University
"North Carolina State University , Poole College of Management, Department of Accounting, Raleigh, NC, USA",United States,North Carolina,University
"Unaffiliated, Salt Lake City, UT, USA",United States,Utah,NA
"Creighton University , Heider College of Business, Department of Accounting and Business Intelligence and Analytics, Omaha, NE, USA",United States,Nebraska,University
"University of Central Arkansas , College of Business, Department of Accounting, Conway, AR, USA",United States,Arkansas,University
"Brigham Young Universityâ€“Hawaii , Faculty of Business and Government, Accounting Program, Laie, HI, USA",United States,Hawaii,University
"Auburn University , Harbert College of Business, School of Accountancy, Auburn, AL, USA",United States,Alabama,University
"Brigham Young University , Marriott School of Business, School of Accountancy, Provo, UT, USA",United States,Utah,University
"Missouri State University , College of Business, School of Accountancy, Springfield, MO, USA",United States,Missouri,University
"Mississippi State University , College of Business, Adkerson School of Accountancy, Mississippi State, MS, USA",United States,Mississippi,University
"University of Washington , Foster School of Business, Department of Accounting, Seattle, WA, USA",United States,Washington,University
"The University of Alabama , Culverhouse College of Business, Accounting, Tuscaloosa, AL, USA",United States,Alabama,University
"The University of Tennessee at Chattanooga , Gary W. Rollins College of Business, Department of Accounting, Chattanooga, TN, USA",United States,Tennessee,University
"Francis Marion University , School of Business, Florence, SC, USA",United States,South Carolina,University
"George Mason University , School of Business, Accounting Area, Fairfax, VA, USA",United States,Virginia,University
"University of South Florida , Muma College of Business, Lynn Pippenger School of Accountancy, Tampa, FL, USA",United States,Florida,University
"Sacred Heart University , Jack Welch College of Business & Technology, Department of Accounting & Information Systems, Fairfield, CT, USA",United States,Connecticut,University
"University of Duisburg-Essen , Mercator School of Management, Germany",Germany,NA,University
"Ghent University , Faculty of Economics and Business Administration, Department of Accountancy, Corporate Finance and Taxation, Ghent, East-Flanders, Belgium",Belgium,NA,University
"Southern Illinois University Carbondale , College of Business and Analytics, School of Accountancy, Carbondale, IL, USA",United States,Illinois,University
"Baylor University , Hankamer School of Business, Accounting & Business Law, Waco, TX, USA",United States,Texas,University
"Simon Fraser University , Beedie School of Business, Accounting, Burnaby, BC, Canada",Canada,NA,University
"Southern Utah University , Dixie L. Leavitt School of Business, Department of Accounting & Finance, Cedar City, UT, USA",United States,Utah,University
"Northeastern University , Dâ€™Amore-McKim School of Business, Department of Finance & Insurance, Boston, MA, USA",United States,Massachusetts,University
"Florida Gulf Coast University , Lutgert College of Business, Department of Accounting, Fort Myers, FL, USA",United States,Florida,University
"University of Toledo , John B. and Lillian E. Neff College of Business and Innovation, Department of Accounting, Toledo, OH, USA",United States,Ohio,University
"Clemson University , Wilbur O. and Ann Powers College of Business, School of Accountancy, Clemson, SC, USA",United States,South Carolina,University
"Arizona State University , W. P. Carey School of Business, School of Accountancy, Tempe Arizona USA",United States,Arizona,University
"University of North Carolina at Chapel Hill , Kenan-Flagler Business School, Chapel Hill, NC, USA",United States,North Carolina,University
"University of Wisconsinâ€“Whitewater , College of Business and Economics, Department of Accounting, Whitewater, WI, USA",United States,Wisconsin,University
"Southern Illinois University Carbondal e, College of Business and Analytics, School of Accountancy, Carbondale, IL, USA",United States,Illinois,University
"Iowa State University , Ivy College of Business, Department of Accounting, Ames, IA, USA",United States,Iowa,University
"Middle Tennessee State University , Jones College of Business, Department of Accounting, Murfreesboro, TN, USA",United States,Tennessee,University
"Zayed University , College of Business, Accounting Department, Dubai, United Arab Emirates.",United Arab Emirates,NA,University
"Christopher Newport University , Luter School of Business, Department of Accounting and Finance, Newport News, VA USA",United States,Virginia,University
"Samford University , Brock School of Business, Department of Accounting, Birmingham, AL, USA",United States,Alabama,University
